city|state|state_name|county
New Hope|MS|Mississippi|Lowndes
Manchester|GA|Georgia|Meriwether
Redwood|TX|Texas|Guadalupe
Newcomerstown|OH|Ohio|Tuscarawas
High Bridge|NJ|New Jersey|Hunterdon
Squaw Valley|CA|California|Fresno
Hanover|IN|Indiana|Jefferson
Wyboo|SC|South Carolina|Clarendon
Islandia|NY|New York|Suffolk
Lake Land'Or|VA|Virginia|Caroline
Osage|IA|Iowa|Mitchell
Perham|MN|Minnesota|Otter Tail
North Cape May|NJ|New Jersey|Cape May
St. Augusta|MN|Minnesota|Stearns
Del Monte Forest|CA|California|Monterey
Silt|CO|Colorado|Garfield
O'Neill|NE|Nebraska|Holt
Kane|PA|Pennsylvania|McKean
Benton Heights|MI|Michigan|Berrien
Wheatland|WY|Wyoming|Platte
Ahtanum|WA|Washington|Yakima
Lloyd Harbor|NY|New York|Suffolk
Marietta-Alderwood|WA|Washington|Whatcom
Hacienda San Jose|PR|Puerto Rico|Caguas
Bonanza|GA|Georgia|Clayton
Oakland|FL|Florida|Orange
SUNY Oswego|NY|New York|Oswego
Celada|PR|Puerto Rico|Gurabo
Blackshear|GA|Georgia|Pierce
Lyons|KS|Kansas|Rice
Compo|CT|Connecticut|Western Connecticut
Palo Cedro|CA|California|Shasta
Kensington Park|FL|Florida|Sarasota
Elgin|OK|Oklahoma|Comanche
Saylorville|IA|Iowa|Polk
Benton City|WA|Washington|Benton
Canyon Creek|WA|Washington|Snohomish
Mission Hills|KS|Kansas|Johnson
Ponderosa Park|CO|Colorado|Elbert
Ozark|AR|Arkansas|Franklin
Mattawa|WA|Washington|Grant
Ketchum|ID|Idaho|Blaine
Stanhope|NJ|New Jersey|Sussex
Spring City|PA|Pennsylvania|Chester
Manor|PA|Pennsylvania|Westmoreland
Broad Brook|CT|Connecticut|Capitol
Lake Clarke Shores|FL|Florida|Palm Beach
Fairview|NC|North Carolina|Union
Toledo|OR|Oregon|Lincoln
Hazlehurst|MS|Mississippi|Copiah
Mount Healthy Heights|OH|Ohio|Hamilton
Tolono|IL|Illinois|Champaign
Carthage|NY|New York|Jefferson
El Dorado Springs|MO|Missouri|Cedar
Carey|OH|Ohio|Wyandot
Aguas Buenas|PR|Puerto Rico|Aguas Buenas
Centerville|TN|Tennessee|Hickman
Netcong|NJ|New Jersey|Morris
Pendleton|SC|South Carolina|Anderson
Waterloo|WI|Wisconsin|Jefferson
Mill Bay|AK|Alaska|Kodiak Island
Holt|AL|Alabama|Tuscaloosa
Riverside|NY|New York|Suffolk
Gunnison|UT|Utah|Sanpete
Chattahoochee Hills|GA|Georgia|Fulton
Wadsworth|IL|Illinois|Lake
Hansville|WA|Washington|Kitsap
Seymour|WI|Wisconsin|Outagamie
Manti|UT|Utah|Sanpete
Los Prados|PR|Puerto Rico|Caguas
Cleveland|GA|Georgia|White
Roland|OK|Oklahoma|Sequoyah
Oakwood|OH|Ohio|Cuyahoga
Beaver Dam|KY|Kentucky|Ohio
Northfield|OH|Ohio|Summit
Avondale Estates|GA|Georgia|DeKalb
Hainesville|IL|Illinois|Lake
Broken Bow|NE|Nebraska|Custer
Planada|CA|California|Merced
Nowata|OK|Oklahoma|Nowata
Lake Delton|WI|Wisconsin|Sauk
Mahanoy City|PA|Pennsylvania|Schuylkill
Geneva|FL|Florida|Seminole
Village Green|NY|New York|Onondaga
River Road|NC|North Carolina|Beaufort
Mountain Home|NC|North Carolina|Henderson
Indianola|WA|Washington|Kitsap
Northern Cambria|PA|Pennsylvania|Cambria
Westway|TX|Texas|El Paso
Day Valley|CA|California|Santa Cruz
Midway North|TX|Texas|Hidalgo
Black River Falls|WI|Wisconsin|Jackson
Milbank|SD|South Dakota|Grant
Paulding|OH|Ohio|Paulding
Smithton|IL|Illinois|St. Clair
Bunnell|FL|Florida|Flagler
Triana|AL|Alabama|Madison
Leesburg|GA|Georgia|Lee
Gloucester Courthouse|VA|Virginia|Gloucester
Clearview|WA|Washington|Snohomish
Elroy|NC|North Carolina|Wayne
Holden Lakes|FL|Florida|Orange
Hot Springs|SD|South Dakota|Fall River
Buckhorn|CA|California|Amador
Riverton|IL|Illinois|Sangamon
Laureles|TX|Texas|Cameron
Midway|FL|Florida|Gadsden
Flat Rock|NC|North Carolina|Henderson
Marianna|AR|Arkansas|Lee
Plainview|MN|Minnesota|Wabasha
West Point|GA|Georgia|Troup
Sauk City|WI|Wisconsin|Sauk
Port St. Joe|FL|Florida|Gulf
Frazer|PA|Pennsylvania|Chester
Muttontown|NY|New York|Nassau
Wayne Heights|PA|Pennsylvania|Franklin
Myrtle Creek|OR|Oregon|Douglas
Merton|WI|Wisconsin|Waukesha
Hanover|MN|Minnesota|Wright
Pleasant Valley|WV|West Virginia|Marion
Gibbstown|NJ|New Jersey|Gloucester
Ainaloa|HI|Hawaii|Hawaii
Springtown|TX|Texas|Parker
New Baden|IL|Illinois|Clinton
Lockland|OH|Ohio|Hamilton
Welch|WV|West Virginia|McDowell
Central Gardens|TX|Texas|Jefferson
Hidden Springs|ID|Idaho|Ada
Wildwood Lake|TN|Tennessee|Bradley
Clifton|TX|Texas|Bosque
Pen Argyl|PA|Pennsylvania|Northampton
Stepney|CT|Connecticut|Greater Bridgeport
Seacliff|CA|California|Santa Cruz
Alexander|AR|Arkansas|Saline
Shingle Springs|CA|California|El Dorado
Camuy|PR|Puerto Rico|Camuy
Durand|MI|Michigan|Shiawassee
Nicholls|GA|Georgia|Coffee
Vineyards|FL|Florida|Collier
Hillsboro|MO|Missouri|Jefferson
Clifton Forge|VA|Virginia|Alleghany
Kekaha|HI|Hawaii|Kauai
French Camp|CA|California|San Joaquin
Brownstown|PA|Pennsylvania|Lancaster
Barceloneta|PR|Puerto Rico|Barceloneta
Coleytown|CT|Connecticut|Western Connecticut
Wrightsville|GA|Georgia|Johnson
West Point|NE|Nebraska|Cuming
La Blanca|TX|Texas|Hidalgo
San Antonio Heights|CA|California|San Bernardino
Oxford|MI|Michigan|Oakland
Reno|TX|Texas|Lamar
Union City|IN|Indiana|Randolph
Mariemont|OH|Ohio|Hamilton
Sage|CA|California|Riverside
Hauula|HI|Hawaii|Honolulu
Bennett|CO|Colorado|Adams
Eveleth|MN|Minnesota|St. Louis
Milton|DE|Delaware|Sussex
Auburn|NE|Nebraska|Nemaha
Roebuck|SC|South Carolina|Spartanburg
Three Lakes|WA|Washington|Snohomish
Pelham|GA|Georgia|Mitchell
Eagle Lake|TX|Texas|Colorado
Mifflinburg|PA|Pennsylvania|Union
Lake Nacimiento|CA|California|San Luis Obispo
Heflin|AL|Alabama|Cleburne
New Hampton|IA|Iowa|Chickasaw
Princess Anne|MD|Maryland|Somerset
Frederick|OK|Oklahoma|Tillman
Monte Sereno|CA|California|Santa Clara
Elba|AL|Alabama|Coffee
Goldendale|WA|Washington|Klickitat
Shadyside|OH|Ohio|Belmont
Fulton|IL|Illinois|Whiteside
Pemberwick|CT|Connecticut|Western Connecticut
Shady Spring|WV|West Virginia|Raleigh
Macon|MS|Mississippi|Noxubee
Tiger Point|FL|Florida|Santa Rosa
Richwood|NJ|New Jersey|Gloucester
Gray|GA|Georgia|Jones
West Sand Lake|NY|New York|Rensselaer
Lisbon|ME|Maine|Androscoggin
Blanchard|LA|Louisiana|Caddo
Elma|WA|Washington|Grays Harbor
Mount Olive|AL|Alabama|Jefferson
Benson|MN|Minnesota|Swift
Orange|OH|Ohio|Cuyahoga
Goulding|FL|Florida|Escambia
Wellsboro|PA|Pennsylvania|Tioga
Reamstown|PA|Pennsylvania|Lancaster
Rochester|PA|Pennsylvania|Beaver
Grangeville|ID|Idaho|Idaho
Teague|TX|Texas|Freestone
Crystal River|FL|Florida|Citrus
West Orange|TX|Texas|Orange
Westville|IL|Illinois|Vermilion
Moreland Hills|OH|Ohio|Cuyahoga
Kenedy|TX|Texas|Karnes
Evergreen|AL|Alabama|Conecuh
Alma|GA|Georgia|Bacon
Shannondale|WV|West Virginia|Jefferson
Fetters Hot Springs-Agua Caliente|CA|California|Sonoma
South Berwick|ME|Maine|York
Dennis Port|MA|Massachusetts|Barnstable
Somerville|TN|Tennessee|Fayette
West Point|VA|Virginia|King William
Wallace|NC|North Carolina|Duplin
Sleepy Eye|MN|Minnesota|Brown
West Nyack|NY|New York|Rockland
Gothenburg|NE|Nebraska|Dawson
Tashua|CT|Connecticut|Greater Bridgeport
Melody Hill|IN|Indiana|Vanderburgh
Slippery Rock|PA|Pennsylvania|Butler
Wellford|SC|South Carolina|Spartanburg
Grasonville|MD|Maryland|Queen Anne's
Malvern|PA|Pennsylvania|Chester
Yuma|CO|Colorado|Yuma
Madison|OH|Ohio|Lake
Dandridge|TN|Tennessee|Jefferson
Loyalhanna|PA|Pennsylvania|Westmoreland
Germantown Hills|IL|Illinois|Woodford
Lake Providence|LA|Louisiana|East Carroll
Abingdon|IL|Illinois|Knox
Coplay|PA|Pennsylvania|Lehigh
Marysville|KS|Kansas|Marshall
Rural Hall|NC|North Carolina|Forsyth
Hubbard|OR|Oregon|Marion
Humboldt Hill|CA|California|Humboldt
North Wales|PA|Pennsylvania|Montgomery
Kirtland AFB|NM|New Mexico|Bernalillo
Alexandria|AL|Alabama|Calhoun
Windsor|NC|North Carolina|Bertie
Dahlgren|VA|Virginia|King George
Tomahawk|WI|Wisconsin|Lincoln
Lewes|DE|Delaware|Sussex
Forks|WA|Washington|Clallam
Jewett City|CT|Connecticut|Southeastern Connecticut
Ringgold|GA|Georgia|Catoosa
Fort Branch|IN|Indiana|Gibson
Hartford|SD|South Dakota|Minnehaha
Llano|TX|Texas|Llano
St. Johns|AZ|Arizona|Apache
Four Bridges|OH|Ohio|Butler
Mount Angel|OR|Oregon|Marion
Loxahatchee Groves|FL|Florida|Palm Beach
Peshtigo|WI|Wisconsin|Marinette
Hahira|GA|Georgia|Lowndes
Lake Lakengren|OH|Ohio|Preble
Dublin|TX|Texas|Erath
Washoe Valley|NV|Nevada|Washoe
Port Ewen|NY|New York|Ulster
Summersville|WV|West Virginia|Nicholas
Moulton|AL|Alabama|Lawrence
Chandler|TX|Texas|Henderson
Yountville|CA|California|Napa
Wilder|VT|Vermont|Windsor
North Plains|OR|Oregon|Washington
Ponce Inlet|FL|Florida|Volusia
Enochville|NC|North Carolina|Rowan
Nokomis|FL|Florida|Sarasota
New Haven|MO|Missouri|Franklin
Desert View Highlands|CA|California|Los Angeles
Dewey|OK|Oklahoma|Washington
Emerald Mountain|AL|Alabama|Elmore
Winnsboro|TX|Texas|Wood
Pickens|SC|South Carolina|Pickens
Peralta|NM|New Mexico|Valencia
Oliver Springs|TN|Tennessee|Anderson
Holton|KS|Kansas|Jackson
Etna|PA|Pennsylvania|Allegheny
Mingo Junction|OH|Ohio|Jefferson
Eagle Lake|FL|Florida|Polk
West Menlo Park|CA|California|San Mateo
Ebensburg|PA|Pennsylvania|Cambria
Frontenac|KS|Kansas|Crawford
Water Valley|MS|Mississippi|Yalobusha
Parker|AZ|Arizona|La Paz
Hobart|OK|Oklahoma|Kiowa
Cleves|OH|Ohio|Hamilton
Rainbow Lakes Estates|FL|Florida|Marion
North Shore|CA|California|Riverside
Avalon|CA|California|Los Angeles
Red Oak|NC|North Carolina|Nash
Rio Dell|CA|California|Humboldt
Newburgh|IN|Indiana|Warrick
Waldron|AR|Arkansas|Scott
Breckenridge|MN|Minnesota|Wilkin
Meadowbrook|CA|California|Riverside
Johnson Creek|WI|Wisconsin|Jefferson
Level Park-Oak Park|MI|Michigan|Calhoun
Montgomery|MN|Minnesota|Le Sueur
Annandale|MN|Minnesota|Wright
Lake Park|NC|North Carolina|Union
Fox Island|WA|Washington|Pierce
Story City|IA|Iowa|Story
Beaver Dam Lake|NY|New York|Orange
Village Shires|PA|Pennsylvania|Bucks
Buffalo|MO|Missouri|Dallas
Lake Cherokee|TX|Texas|Rusk
Saddle River|NJ|New Jersey|Bergen
Wyncote|PA|Pennsylvania|Montgomery
Cornville|AZ|Arizona|Yavapai
Altavista|VA|Virginia|Campbell
Springdale|PA|Pennsylvania|Allegheny
Hartville|OH|Ohio|Stark
Sheridan|IN|Indiana|Hamilton
Dillonvale|OH|Ohio|Hamilton
Gallipolis|OH|Ohio|Gallia
Johnston City|IL|Illinois|Williamson
Woodbourne|PA|Pennsylvania|Bucks
South Hempstead|NY|New York|Nassau
Robins|IA|Iowa|Linn
Newcastle|WY|Wyoming|Weston
Williamsburg|IA|Iowa|Iowa
Mount Oliver|PA|Pennsylvania|Allegheny
Jefferson|OH|Ohio|Ashtabula
Petersburg|AK|Alaska|Petersburg
Nesquehoning|PA|Pennsylvania|Carbon
Essexville|MI|Michigan|Bay
Meadow Vista|CA|California|Placer
Ossian|IN|Indiana|Wells
Blackstone|VA|Virginia|Nottoway
Clare|MI|Michigan|Clare
Pine City|MN|Minnesota|Pine
Morada|CA|California|San Joaquin
Liberty|SC|South Carolina|Pickens
Lake Cassidy|WA|Washington|Snohomish
Hannahs Mill|GA|Georgia|Upson
Carrollton|MO|Missouri|Carroll
Ingram|PA|Pennsylvania|Allegheny
Millvale|PA|Pennsylvania|Allegheny
Warm Beach|WA|Washington|Snohomish
Big Coppitt Key|FL|Florida|Monroe
Winnsboro|SC|South Carolina|Fairfield
Farmerville|LA|Louisiana|Union
Mayfield|OH|Ohio|Cuyahoga
Wrightstown|WI|Wisconsin|Brown
Lordstown|OH|Ohio|Trumbull
Woodlawn Beach|FL|Florida|Santa Rosa
Larned|KS|Kansas|Pawnee
East Brewton|AL|Alabama|Escambia
Ellsworth|WI|Wisconsin|Pierce
Weaver|AL|Alabama|Calhoun
Welsh|LA|Louisiana|Jefferson Davis
Bandon|OR|Oregon|Coos
Williams|AZ|Arizona|Coconino
Ohioville|PA|Pennsylvania|Beaver
Haworth|NJ|New Jersey|Bergen
Circle D-KC Estates|TX|Texas|Bastrop
Fordyce|AR|Arkansas|Dallas
Jefferson|OR|Oregon|Marion
West Lake Hills|TX|Texas|Travis
Milford|IA|Iowa|Dickinson
Newbern|TN|Tennessee|Dyer
Dilley|TX|Texas|Frio
East Richmond Heights|CA|California|Contra Costa
Pine Grove|CA|California|Amador
Minden|NV|Nevada|Douglas
Feather Sound|FL|Florida|Pinellas
Keowee Key|SC|South Carolina|Oconee
Brillion|WI|Wisconsin|Calumet
Berwyn Heights|MD|Maryland|Prince George's
Claryville|KY|Kentucky|Campbell
Spencer|NC|North Carolina|Rowan
Crane|TX|Texas|Crane
Tusculum|TN|Tennessee|Greene
Blanding|UT|Utah|San Juan
Niantic|CT|Connecticut|Southeastern Connecticut
Blountville|TN|Tennessee|Sullivan
Chincoteague|VA|Virginia|Accomack
Hominy|OK|Oklahoma|Osage
Bunkie|LA|Louisiana|Avoyelles
Jackson|MN|Minnesota|Jackson
Moose Lake|MN|Minnesota|Carlton
Rayville|LA|Louisiana|Richland
Elizabethtown|NC|North Carolina|Bladen
Erda|UT|Utah|Tooele
Hamburg|NJ|New Jersey|Sussex
Muldrow|OK|Oklahoma|Sequoyah
St. Paul|MO|Missouri|St. Charles
Big Lake|AK|Alaska|Matanuska-Susitna
Frostproof|FL|Florida|Polk
State Line|PA|Pennsylvania|Franklin
Ridgecrest|FL|Florida|Pinellas
Paris|AR|Arkansas|Logan
Union Springs|AL|Alabama|Bullock
Rio Grande|NJ|New Jersey|Cape May
Port Monmouth|NJ|New Jersey|Monmouth
Union|NJ|New Jersey|Union
Lanai City|HI|Hawaii|Maui
Barton Creek|TX|Texas|Travis
West Liberty|KY|Kentucky|Morgan
Alva|FL|Florida|Lee
West DeLand|FL|Florida|Volusia
Mannford|OK|Oklahoma|Creek
Southpointe|PA|Pennsylvania|Washington
Thiensville|WI|Wisconsin|Ozaukee
Paw Paw|MI|Michigan|Van Buren
Vassar College|NY|New York|Dutchess
Minerva|OH|Ohio|Stark
Paoli|IN|Indiana|Orange
Lake Arrowhead|ME|Maine|York
South Duxbury|MA|Massachusetts|Plymouth
Newmanstown|PA|Pennsylvania|Lebanon
San Manuel|AZ|Arizona|Pinal
Eagle Lake|MN|Minnesota|Blue Earth
Cherry Valley|IL|Illinois|Winnebago
Park City|TN|Tennessee|Lincoln
Pottsgrove|PA|Pennsylvania|Montgomery
Monte Grande|PR|Puerto Rico|Cabo Rojo
Magnolia|MS|Mississippi|Pike
Plymouth|NC|North Carolina|Washington
Sierra Ridge|CO|Colorado|Douglas
West Wyomissing|PA|Pennsylvania|Berks
Cashmere|WA|Washington|Chelan
Boscobel|WI|Wisconsin|Grant
Hodgenville|KY|Kentucky|Larue
Rush City|MN|Minnesota|Chisago
Meadow Oaks|FL|Florida|Pasco
Sugar Creek|MO|Missouri|Jackson
Penbrook|PA|Pennsylvania|Dauphin
Vandalia|MO|Missouri|Audrain
Athens|PA|Pennsylvania|Bradford
Hideaway|TX|Texas|Smith
Sherwood|OH|Ohio|Hamilton
Ravena|NY|New York|Albany
South Jacksonville|IL|Illinois|Morgan
Hanceville|AL|Alabama|Cullman
Lake Wilderness|VA|Virginia|Spotsylvania
Hartsdale|NY|New York|Westchester
Orofino|ID|Idaho|Clearwater
Paloma Creek|TX|Texas|Denton
Loudonville|OH|Ohio|Ashland
Burgaw|NC|North Carolina|Pender
Strasburg|CO|Colorado|Arapahoe
Trafford|PA|Pennsylvania|Westmoreland
Lake Erie Beach|NY|New York|Erie
Macungie|PA|Pennsylvania|Lehigh
Iowa|LA|Louisiana|Calcasieu
Venice Gardens|FL|Florida|Sarasota
Vinton|LA|Louisiana|Calcasieu
Calcium|NY|New York|Jefferson
Howards Grove|WI|Wisconsin|Sheboygan
Strathmore|CA|California|Tulare
Mineral Springs|NC|North Carolina|Union
Leisuretowne|NJ|New Jersey|Burlington
Putney|GA|Georgia|Dougherty
Hogansville|GA|Georgia|Troup
Livingston|AL|Alabama|Sumter
Red Rock|AZ|Arizona|Pinal
Zephyrhills North|FL|Florida|Pasco
Weimar|TX|Texas|Colorado
Centerville|PA|Pennsylvania|Washington
Ely|MN|Minnesota|St. Louis
Algona|WA|Washington|King
Masontown|PA|Pennsylvania|Fayette
Goldstream|AK|Alaska|Fairbanks North Star
Yorkville|WI|Wisconsin|Racine
Melbourne Beach|FL|Florida|Brevard
Willcox|AZ|Arizona|Cochise
Mount Penn|PA|Pennsylvania|Berks
Blissfield|MI|Michigan|Lenawee
Red Oaks Mill|NY|New York|Dutchess
Tallapoosa|GA|Georgia|Haralson
Ocilla|GA|Georgia|Irwin
Syracuse|IN|Indiana|Kosciusko
Louisiana|MO|Missouri|Pike
Roselawn|IN|Indiana|Newton
Sherwood|WI|Wisconsin|Calumet
Magnolia|TX|Texas|Montgomery
Perkins|OK|Oklahoma|Payne
Kalaeloa|HI|Hawaii|Honolulu
Blennerhassett|WV|West Virginia|Wood
Port Richey|FL|Florida|Pasco
Hicksville|OH|Ohio|Defiance
Smithville-Sanders|IN|Indiana|Monroe
South Point|OH|Ohio|Lawrence
Lake of the Woods|AZ|Arizona|Navajo
Crestview Hills|KY|Kentucky|Kenton
Presidio|TX|Texas|Presidio
Hardwick|GA|Georgia|Baldwin
Las Lomas|CA|California|Monterey
Hiawatha|KS|Kansas|Brown
Attica|IN|Indiana|Fountain
North Lakeport|CA|California|Lake
Nyssa|OR|Oregon|Malheur
Grantville|GA|Georgia|Coweta
Drum Point|MD|Maryland|Calvert
Algoma|WI|Wisconsin|Kewaunee
Long Lake|IL|Illinois|Lake
Cordes Lakes|AZ|Arizona|Yavapai
Moosup|CT|Connecticut|Northeastern Connecticut
Naples|UT|Utah|Uintah
North Hartsville|SC|South Carolina|Darlington
Heber-Overgaard|AZ|Arizona|Navajo
Dundee|OR|Oregon|Yamhill
Cutten|CA|California|Humboldt
Beach City|TX|Texas|Chambers
Pistakee Highlands|IL|Illinois|McHenry
Minster|OH|Ohio|Auglaize
Marshall|VA|Virginia|Fauquier
Williston Highlands|FL|Florida|Levy
Red Bay|AL|Alabama|Franklin
Kachina Village|AZ|Arizona|Coconino
Konterra|MD|Maryland|Prince George's
Stanton|KY|Kentucky|Powell
Blairsville|PA|Pennsylvania|Indiana
Country Squire Lakes|IN|Indiana|Jennings
Freedom|CA|California|Santa Cruz
Arbuckle|CA|California|Colusa
Morganfield|KY|Kentucky|Union
Cleveland|OK|Oklahoma|Pawnee
Cassville|MO|Missouri|Barry
Mount Shasta|CA|California|Siskiyou
Lodi|WI|Wisconsin|Columbia
Caban|PR|Puerto Rico|Aguadilla
Helemano|HI|Hawaii|Honolulu
Brodhead|WI|Wisconsin|Green
Warrior|AL|Alabama|Jefferson
Brackenridge|PA|Pennsylvania|Allegheny
Central Park|WA|Washington|Grays Harbor
Lesslie|SC|South Carolina|York
Wind Gap|PA|Pennsylvania|Northampton
Pottsville|AR|Arkansas|Pope
Monmouth Beach|NJ|New Jersey|Monmouth
Garnett|KS|Kansas|Anderson
Pine Hills|CA|California|Humboldt
Weaverville|CA|California|Trinity
Hayfork|CA|California|Trinity
Mountain Home AFB|ID|Idaho|Elmore
Oakridge|OR|Oregon|Lane
Val Verde Park|TX|Texas|Val Verde
Scissors|TX|Texas|Hidalgo
Salmon|ID|Idaho|Lemhi
Sewaren|NJ|New Jersey|Middlesex
Glasgow|MT|Montana|Valley
Orchard City|CO|Colorado|Delta
South Dennis|MA|Massachusetts|Barnstable
Old Mystic|CT|Connecticut|Southeastern Connecticut
Wesleyville|PA|Pennsylvania|Erie
Hoosick Falls|NY|New York|Rensselaer
Rockwood|MI|Michigan|Wayne
Washington Heights|NY|New York|Orange
Comunas|PR|Puerto Rico|Yabucoa
Carmel-by-the-Sea|CA|California|Monterey
Six Mile Run|NJ|New Jersey|Somerset
Brightwaters|NY|New York|Suffolk
Vado|NM|New Mexico|Doña Ana
West Burlington|IA|Iowa|Des Moines
Belville|NC|North Carolina|Brunswick
Aguada|PR|Puerto Rico|Aguada
Barbourville|KY|Kentucky|Knox
Orchidlands Estates|HI|Hawaii|Hawaii
Hortonville|WI|Wisconsin|Outagamie
Lake Wynonah|PA|Pennsylvania|Schuylkill
Dogtown|CA|California|San Joaquin
Green Level|NC|North Carolina|Alamance
Le Roy|IL|Illinois|McLean
East Rockingham|NC|North Carolina|Richmond
Havana|IL|Illinois|Mason
Petersburg|WV|West Virginia|Grant
Cuba|MO|Missouri|Crawford
Annetta|TX|Texas|Parker
Country Club|MO|Missouri|Andrew
Blue Earth|MN|Minnesota|Faribault
Millersburg|OH|Ohio|Holmes
Tilton Northfield|NH|New Hampshire|Belknap
East Gaffney|SC|South Carolina|Cherokee
Corning|AR|Arkansas|Clay
Byrnes Mill|MO|Missouri|Jefferson
Nevada City|CA|California|Nevada
Bermuda Run|NC|North Carolina|Davie
Grand Saline|TX|Texas|Van Zandt
Daleville|VA|Virginia|Botetourt
Virden|IL|Illinois|Macoupin
Sleepy Hollow|IL|Illinois|Kane
Corydon|IN|Indiana|Harrison
Burlington|CO|Colorado|Kit Carson
Experiment|GA|Georgia|Spalding
Bethany|MO|Missouri|Harrison
Nags Head|NC|North Carolina|Dare
Zillah|WA|Washington|Yakima
Monroe City|MO|Missouri|Monroe
Holiday Shores|IL|Illinois|Madison
Kingstree|SC|South Carolina|Williamsburg
Raymond|WA|Washington|Pacific
Early|TX|Texas|Brown
San Castle|FL|Florida|Palm Beach
Port Washington North|NY|New York|Nassau
Culloden|WV|West Virginia|Cabell
Dover|FL|Florida|Hillsborough
Combes|TX|Texas|Cameron
Lucerne|CA|California|Lake
Sabana Hoyos|PR|Puerto Rico|Arecibo
East Dundee|IL|Illinois|Kane
Park Hills|KY|Kentucky|Kenton
Mountain View Acres|CA|California|San Bernardino
East Greenville|PA|Pennsylvania|Montgomery
Pleasant Gap|PA|Pennsylvania|Centre
Oracle|AZ|Arizona|Pinal
Lakewood|SC|South Carolina|Sumter
El Verano|CA|California|Sonoma
Luis Llorens Torres|PR|Puerto Rico|Juana Díaz
Ladysmith|WI|Wisconsin|Rusk
Newton|MS|Mississippi|Newton
Watkinsville|GA|Georgia|Oconee
McDonald|OH|Ohio|Trumbull
Soda Springs|ID|Idaho|Caribou
Redwood|OR|Oregon|Josephine
Wolfdale|PA|Pennsylvania|Washington
Wilder|KY|Kentucky|Campbell
Bushnell|FL|Florida|Sumter
High Bridge|WA|Washington|Snohomish
Maybrook|NY|New York|Orange
Sharpsburg|PA|Pennsylvania|Allegheny
Carrabelle|FL|Florida|Franklin
Brimfield|OH|Ohio|Portage
Henrietta|TX|Texas|Clay
Port Aransas|TX|Texas|Nueces
Beloit|KS|Kansas|Mitchell
Denmark|SC|South Carolina|Bamberg
Yerington|NV|Nevada|Lyon
Knoxville|IL|Illinois|Knox
Cherryvale|SC|South Carolina|Sumter
Rossmoor|NJ|New Jersey|Middlesex
Carlyle|IL|Illinois|Clinton
Lebanon|VA|Virginia|Russell
Onalaska|TX|Texas|Polk
Bishop|TX|Texas|Nueces
Eielson AFB|AK|Alaska|Fairbanks North Star
Juniper Canyon|OR|Oregon|Crook
Chenango Bridge|NY|New York|Broome
Shenandoah|VA|Virginia|Page
West Fork|AR|Arkansas|Washington
Gleed|WA|Washington|Yakima
Mount Morris|MI|Michigan|Genesee
Shelby|MT|Montana|Toole
Louisburg|NC|North Carolina|Franklin
Summit Hill|PA|Pennsylvania|Carbon
Ferriday|LA|Louisiana|Concordia
Northwest Harwinton|CT|Connecticut|Northwest Hills
One Loudoun|VA|Virginia|Loudoun
Tarpey Village|CA|California|Fresno
San Saba|TX|Texas|San Saba
Lincoln Heights|OH|Ohio|Hamilton
Lawnside|NJ|New Jersey|Camden
Clearwater|SC|South Carolina|Aiken
Greenwood|LA|Louisiana|Caddo
Cold Spring Harbor|NY|New York|Suffolk
Valley Green|PA|Pennsylvania|York
Tybee Island|GA|Georgia|Chatham
Choccolocco|AL|Alabama|Calhoun
La Salle|CO|Colorado|Weld
Southern Shores|NC|North Carolina|Dare
Hollywood Park|TX|Texas|Bexar
Iuka|MS|Mississippi|Tishomingo
Gillespie|IL|Illinois|Macoupin
Woodbury Heights|NJ|New Jersey|Gloucester
South Alamo|TX|Texas|Hidalgo
Valley|NE|Nebraska|Douglas
Bethel Acres|OK|Oklahoma|Pottawatomie
The Homesteads|TX|Texas|Johnson
North Barrington|IL|Illinois|Lake
Covington|IN|Indiana|Fountain
Wewoka|OK|Oklahoma|Seminole
Blue Ridge|VA|Virginia|Botetourt
Tipton|IA|Iowa|Cedar
Lakeshore|LA|Louisiana|Ouachita
Wyoming|PA|Pennsylvania|Luzerne
Santa Rosa|TX|Texas|Cameron
Norwood|NC|North Carolina|Stanly
Alamo|GA|Georgia|Wheeler
Holden Heights|FL|Florida|Orange
Abernathy|TX|Texas|Hale
Red Springs|NC|North Carolina|Robeson
Turner|OR|Oregon|Marion
Moonachie|NJ|New Jersey|Bergen
Commercial Point|OH|Ohio|Pickaway
Marienville|PA|Pennsylvania|Forest
Georgetown|IL|Illinois|Vermilion
Wallburg|NC|North Carolina|Davidson
Clyde Hill|WA|Washington|King
New Holstein|WI|Wisconsin|Calumet
Myerstown|PA|Pennsylvania|Lebanon
Kilauea|HI|Hawaii|Kauai
Lake Wissota|WI|Wisconsin|Chippewa
Proctor|MN|Minnesota|St. Louis
Churchill|PA|Pennsylvania|Allegheny
Cottonwood|CA|California|Kern
Karnes City|TX|Texas|Karnes
Greenville|DE|Delaware|New Castle
Ocean Grove|MA|Massachusetts|Bristol
Ellsworth|KS|Kansas|Ellsworth
Anahola|HI|Hawaii|Kauai
Tishomingo|OK|Oklahoma|Johnston
Millersburg|OR|Oregon|Linn
Wellsville|OH|Ohio|Columbiana
Cloverdale|VA|Virginia|Botetourt
Parowan|UT|Utah|Iron
Saluda|SC|South Carolina|Saluda
Bon Secour|AL|Alabama|Baldwin
Wildwood Crest|NJ|New Jersey|Cape May
McSherrystown|PA|Pennsylvania|Adams
